SeniorCitizen,Tenure,MonthlyCharges,Churn,TotalCharges,Gender_Male,Contract_One year,Contract_Two year,PaymentMethod_Credit card,PaymentMethod_Electronic check,PaymentMethod_Mailed check
1,62,67.56,0,4188.72,True,True,False,False,False,False
0,34,89.16,1,3031.44,True,False,True,False,False,False
0,56,39.62,0,2218.72,False,False,False,True,False,False
1,55,118.15,1,6498.25,False,False,True,False,False,True
0,20,84.53,1,1690.6,False,False,True,False,False,False
1,50,56.57,1,2828.5,False,False,True,False,False,True
0,25,80.02,0,2000.5,True,False,True,True,False,False
1,25,41.65,0,1041.25,True,False,False,False,False,False
1,53,83.38,1,4419.14,True,False,True,False,False,False
1,14,22.82,0,319.48,True,True,False,False,False,True
0,60,54.12,0,3247.2,True,False,True,False,True,False
1,43,94.75,0,4074.25,False,False,True,True,False,False
0,62,100.8,1,6249.6,True,True,False,True,False,False
1,69,45.29,0,3125.01,True,False,False,False,False,False
1,63,73.94,0,4658.22,True,True,False,True,False,False
1,2,72.85,0,145.7,False,True,False,False,False,True
1,54,62.15,1,3356.1,False,True,False,False,True,False
1,16,42.84,0,685.44,False,True,False,False,True,False
0,55,90.32,0,4967.6,False,False,True,True,False,False
0,43,45.24,0,1945.32,True,False,True,False,True,False
0,61,111.1,0,6777.1,True,False,True,False,False,True
1,38,72.85,0,2768.3,False,False,True,False,False,False
1,45,107.05,0,4817.25,False,False,False,False,False,False
0,51,49.07,0,2502.57,True,False,True,True,False,False
1,42,100.71,0,4229.82,True,False,True,True,False,False
1,24,31.37,0,752.88,False,False,False,True,False,False
1,30,96.68,1,2900.4,False,True,False,False,False,False
0,37,58.69,0,2171.53,False,False,True,True,False,False
0,53,67.0,0,3551.0,False,False,True,False,True,False
0,63,36.68,0,2310.84,True,True,False,False,False,False
0,11,21.86,0,240.46,True,False,True,False,False,True
0,23,86.62,1,1992.26,True,True,False,True,False,False
1,50,78.77,1,3938.5,False,True,False,False,False,False
1,55,82.24,0,4523.2,False,True,False,True,False,False
1,55,45.5,1,2502.5,True,False,True,False,False,False
1,4,43.93,1,175.72,True,True,False,False,False,False
0,54,103.03,0,5563.62,True,False,True,False,False,False
0,61,96.13,0,5863.93,True,False,False,False,False,True
1,5,53.68,0,268.4,False,True,False,False,False,False
0,18,83.78,1,1508.04,True,False,True,False,True,False
1,44,102.82,0,4524.08,True,True,False,True,False,False
1,31,108.88,0,3375.28,True,False,True,True,False,False
1,21,20.58,1,432.18,True,False,True,True,False,False
1,47,101.35,0,4763.45,True,False,False,False,False,False
0,30,55.04,0,1651.2,True,True,False,True,False,False
1,55,91.84,0,5051.2,True,False,True,False,True,False
0,68,57.14,0,3885.52,False,False,False,False,True,False
1,69,80.62,0,5562.78,False,False,True,False,True,False
1,41,84.68,0,3471.88,False,False,True,False,False,True
1,45,60.5,0,2722.5,False,False,False,False,True,False
1,30,71.28,1,2138.4,True,True,False,False,True,False
0,45,92.63,0,4168.35,False,False,False,True,False,False
1,45,67.63,0,3043.35,False,True,False,False,False,False
0,45,21.4,0,963.0,True,False,True,True,False,False
1,55,21.29,1,1170.95,True,False,True,False,False,True
1,59,86.13,1,5081.67,False,False,False,False,False,True
1,5,104.72,0,523.6,False,False,False,False,False,True
0,32,98.53,0,3152.96,True,False,False,False,True,False
1,6,51.04,1,306.24,False,False,True,False,True,False
1,26,67.11,0,1744.86,True,True,False,False,True,False
1,37,43.42,0,1606.54,True,False,False,False,False,False
1,13,118.91,0,1545.83,True,True,False,True,False,False
1,69,46.05,1,3177.45,True,False,False,False,True,False
0,25,61.63,1,1540.75,False,False,False,False,False,True
0,13,88.11,0,1145.43,True,False,False,False,False,False
1,20,107.6,0,2152.0,True,False,False,False,False,False
1,60,25.15,1,1509.0,False,False,True,False,False,True
0,21,50.1,0,1052.1,True,False,True,False,True,False
1,61,76.9,0,4690.9,False,False,False,False,False,False
0,26,81.83,0,2127.58,False,False,True,False,False,True
1,54,27.0,0,1458.0,False,False,True,False,True,False
1,42,86.41,1,3629.22,True,False,True,False,False,False
0,11,72.81,0,800.91,False,False,True,False,False,False
1,37,102.76,0,3802.12,False,True,False,True,False,False
0,11,42.22,0,464.42,True,True,False,True,False,False
0,27,39.5,1,1066.5,False,False,True,False,False,False
0,34,99.33,1,3377.22,False,True,False,False,False,False
1,38,90.39,0,3434.82,False,False,False,False,False,False
0,61,99.17,1,6049.37,False,True,False,True,False,False
0,53,98.19,0,5204.07,False,False,False,False,True,False
1,65,30.4,1,1976.0,True,True,False,True,False,False
1,3,47.86,0,143.58,False,True,False,False,False,True
1,67,46.01,0,3082.67,False,False,False,False,False,False
1,28,113.46,0,3176.88,True,False,False,False,False,True
1,14,68.75,0,962.5,True,False,True,False,False,True
1,52,31.11,1,1617.72,True,True,False,False,False,True
0,30,48.96,1,1468.8,False,False,False,True,False,False
1,58,107.19,0,6217.02,True,False,True,True,False,False
0,54,104.71,0,5654.34,False,False,False,False,True,False
1,69,110.03,1,7592.07,False,False,True,False,False,True
0,15,58.85,0,882.75,True,False,True,False,False,True
0,38,84.13,0,3196.94,True,False,False,True,False,False
1,14,47.82,1,669.48,False,False,False,False,False,True
1,57,38.08,0,2170.56,True,True,False,True,False,False
0,59,22.19,0,1309.21,False,True,False,False,False,False
1,8,42.34,0,338.72,True,False,True,False,False,False
1,19,80.44,0,1528.36,True,False,False,False,False,True
0,32,110.42,0,3533.44,True,True,False,False,True,False
0,29,33.34,0,966.86,False,False,True,True,False,False
0,41,111.8,0,4583.8,True,True,False,False,False,False
1,45,54.54,0,2454.3,False,False,True,False,False,False
1,13,62.68,0,814.84,False,True,False,False,False,True
1,27,56.5,0,1525.5,False,False,False,True,False,False
1,19,60.86,1,1156.34,False,False,True,False,False,True
0,26,45.92,0,1193.92,True,False,True,True,False,False
1,53,89.86,1,4762.58,False,True,False,False,True,False
0,51,95.82,0,4886.82,False,True,False,True,False,False
1,37,102.31,0,3785.47,True,True,False,False,False,False
1,9,54.13,1,487.17,False,False,False,False,False,True
0,52,96.46,0,5015.92,True,True,False,True,False,False
1,54,83.77,0,4523.58,False,True,False,False,False,False
1,3,115.79,0,347.37,True,False,False,False,False,True
0,69,62.48,0,4311.12,False,True,False,False,False,True
1,8,119.23,1,953.84,True,False,False,False,True,False
0,14,94.04,0,1316.56,False,False,False,False,False,False
0,3,97.63,1,292.89,False,True,False,True,False,False
0,24,22.57,0,541.68,True,False,False,False,False,False
0,13,69.74,0,906.62,True,True,False,False,False,True
1,43,72.83,1,3131.69,True,False,False,False,True,False
1,29,24.06,1,697.74,True,False,True,True,False,False
1,51,51.21,1,2611.71,False,True,False,False,True,False
0,42,115.56,0,4853.52,False,False,True,False,True,False
1,31,62.61,0,1940.91,True,False,True,False,False,False
1,63,38.67,0,2436.21,False,False,True,False,False,True
1,26,71.33,0,1854.58,True,False,True,False,False,True
1,18,23.38,0,420.84,True,True,False,True,False,False
0,57,71.6,0,4081.2,False,False,False,False,True,False
0,7,79.43,1,556.01,False,True,False,False,True,False
1,48,55.77,0,2676.96,False,True,False,False,True,False
0,60,96.26,0,5775.6,False,False,False,False,False,False
1,33,33.57,1,1107.81,False,False,True,False,False,True
1,3,107.82,0,323.46,False,False,False,False,True,False
1,4,115.54,0,462.16,False,False,True,False,True,False
0,4,20.12,0,80.48,True,True,False,False,False,True
1,42,104.27,0,4379.34,True,False,False,True,False,False
0,9,70.61,0,635.49,True,False,False,False,False,False
0,51,66.14,0,3373.14,True,False,True,False,False,False
1,17,43.87,0,745.79,True,False,False,False,False,False
0,17,64.73,0,1100.41,False,True,False,False,False,True
0,20,115.04,0,2300.8,True,False,False,False,False,False
1,14,41.08,0,575.12,True,False,False,False,True,False
0,22,37.9,1,833.8,True,True,False,False,False,False
0,52,44.19,0,2297.88,True,False,True,False,False,True
1,27,75.18,0,2029.86,True,False,False,False,False,False
1,43,113.03,1,4860.29,True,False,True,True,False,False
0,3,77.39,0,232.17,True,False,False,True,False,False
1,8,44.35,0,354.8,False,True,False,False,False,True
1,10,64.05,1,640.5,False,False,True,False,False,True
0,29,59.04,0,1712.16,True,False,False,True,False,False
0,40,24.66,1,986.4,False,False,True,False,False,False
1,65,71.06,1,4618.9,False,False,False,False,True,False
0,21,32.6,0,684.6,False,True,False,False,False,True
1,24,104.22,0,2501.28,False,True,False,True,False,False
1,60,74.9,0,4494.0,True,False,False,False,False,False
0,26,104.46,0,2715.96,False,False,False,False,False,True
0,9,115.6,1,1040.4,False,False,True,False,False,False
1,20,114.32,0,2286.4,False,False,False,False,True,False
1,56,30.04,0,1682.24,True,False,True,False,False,True
1,36,114.48,0,4121.28,True,False,False,False,True,False
1,36,99.57,0,3584.52,True,True,False,False,True,False
0,22,97.77,0,2150.94,True,False,True,False,True,False
1,1,29.01,0,29.01,True,False,True,True,False,False
0,69,37.95,1,2618.55,True,True,False,False,True,False
0,37,117.52,0,4348.24,True,False,True,False,True,False
1,13,41.34,0,537.42,False,True,False,False,False,False
0,43,36.91,0,1587.13,False,True,False,True,False,False
0,37,56.24,0,2080.88,False,True,False,True,False,False
1,25,111.34,0,2783.5,True,False,False,True,False,False
0,21,67.62,0,1420.02,True,True,False,True,False,False
0,41,112.06,0,4594.46,True,False,True,False,True,False
1,42,53.43,0,2244.06,True,False,False,False,False,False
1,42,42.65,0,1791.3,True,True,False,False,True,False
1,2,69.52,1,139.04,False,True,False,False,True,False
1,68,81.55,0,5545.4,False,True,False,True,False,False
1,8,59.15,1,473.2,True,False,True,True,False,False
1,61,54.6,0,3330.6,True,False,False,False,False,True
1,14,41.81,1,585.34,True,False,False,False,False,False
0,21,47.5,0,997.5,True,False,False,True,False,False
0,24,87.31,0,2095.44,False,False,True,True,False,False
1,50,56.99,1,2849.5,True,True,False,False,True,False
0,45,27.98,1,1259.1,True,False,False,False,True,False
0,64,33.82,1,2164.48,True,True,False,False,True,False
1,64,57.24,0,3663.36,True,False,True,True,False,False
0,26,112.45,0,2923.7,False,False,False,False,False,False
1,32,57.9,0,1852.8,True,False,True,True,False,False
0,57,26.06,0,1485.42,True,False,False,True,False,False
1,53,61.8,1,3275.4,False,False,False,False,False,False
0,33,86.88,0,2867.04,False,True,False,True,False,False
0,52,79.36,0,4126.72,False,False,True,True,False,False
0,18,47.88,0,861.84,True,False,False,False,False,False
1,35,88.81,0,3108.35,True,False,False,True,False,False
0,12,83.06,0,996.72,False,False,True,False,False,True
0,51,37.22,0,1898.22,False,True,False,False,False,True
1,10,36.21,0,362.1,False,False,True,False,True,False
1,52,74.72,0,3885.44,False,False,False,True,False,False
0,34,85.94,0,2921.96,False,False,True,False,False,False
0,67,116.19,0,7784.73,False,True,False,False,False,False
0,39,62.19,1,2425.41,True,True,False,False,False,True
0,8,96.49,0,771.92,True,True,False,False,True,False
1,29,31.65,0,917.85,True,True,False,True,False,False
0,22,108.96,0,2397.12,False,True,False,False,False,False
0,70,83.31,1,5831.7,False,True,False,False,False,False
1,61,82.9,0,5056.9,False,True,False,True,False,False
0,43,34.24,1,1472.32,False,False,False,False,True,False
0,49,23.96,0,1174.04,False,False,True,False,False,True
0,29,90.14,0,2614.06,False,True,False,True,False,False
1,31,31.71,0,983.01,True,False,True,True,False,False
1,53,32.7,0,1733.1,True,False,True,True,False,False
0,34,38.75,0,1317.5,False,False,False,False,False,True
0,38,29.77,0,1131.26,True,False,True,False,False,False
1,57,82.54,0,4704.78,False,False,True,True,False,False
0,4,62.2,0,248.8,True,True,False,True,False,False
0,2,46.61,0,93.22,False,True,False,True,False,False
1,12,64.07,1,768.84,False,False,True,True,False,False
1,35,104.41,0,3654.35,True,True,False,False,True,False
1,70,112.71,0,7889.7,True,False,False,False,True,False
0,21,68.75,0,1443.75,False,False,True,False,True,False
0,61,76.68,0,4677.48,False,False,True,False,False,False
0,35,45.72,1,1600.2,True,False,False,True,False,False
0,48,71.36,0,3425.28,True,False,False,True,False,False
1,15,94.81,0,1422.15,False,False,False,True,False,False
0,71,69.21,0,4913.91,True,False,False,True,False,False
0,15,50.21,0,753.15,False,False,True,False,False,True
1,6,78.2,1,469.2,False,True,False,False,False,True
1,68,114.67,0,7797.56,False,True,False,False,False,True
0,22,108.8,1,2393.6,False,True,False,True,False,False
1,32,96.92,1,3101.44,True,True,False,False,False,True
1,22,47.62,1,1047.64,True,False,False,False,False,True
0,27,44.16,0,1192.32,True,True,False,False,False,False
0,15,103.85,0,1557.75,True,True,False,False,False,False
0,44,38.13,0,1677.72,True,False,True,False,False,True
0,9,80.56,1,725.04,True,False,True,False,False,True
1,34,63.89,0,2172.26,True,True,False,False,False,False
1,15,66.8,0,1002.0,False,False,False,False,False,True
0,62,65.45,1,4057.9,True,True,False,True,False,False
0,45,110.0,1,4950.0,True,False,False,False,False,True
1,58,28.71,0,1665.18,False,False,True,True,False,False
0,19,98.29,0,1867.51,True,False,False,False,False,True
0,16,103.5,0,1656.0,True,True,False,False,True,False
0,8,114.29,0,914.32,False,False,True,False,False,True
0,33,65.26,1,2153.58,True,True,False,False,True,False
1,18,70.01,1,1260.18,True,True,False,False,False,True
0,35,116.13,0,4064.55,True,False,False,False,False,True
1,43,65.85,0,2831.55,False,True,False,True,False,False
0,50,70.35,0,3517.5,True,True,False,False,False,False
0,3,53.23,0,159.69,True,False,True,False,False,False
1,59,23.16,0,1366.44,False,False,False,True,False,False
0,28,63.31,0,1772.68,True,False,False,False,False,False
1,46,85.51,1,3933.46,False,False,True,False,True,False
0,64,88.99,1,5695.36,False,False,True,False,True,False
0,70,20.65,0,1445.5,True,False,False,False,False,True
0,47,100.11,0,4705.17,False,False,True,False,True,False
0,14,69.24,0,969.36,False,False,False,False,False,False
0,7,72.07,1,504.49,True,False,True,False,True,False
1,31,116.17,0,3601.27,False,False,False,False,False,True
1,51,48.45,0,2470.95,False,False,False,False,True,False
0,29,96.17,0,2788.93,True,False,True,False,False,False
0,15,77.48,0,1162.2,True,True,False,True,False,False
1,25,90.08,1,2252.0,True,True,False,False,False,True
1,61,61.78,1,3768.58,False,False,True,True,False,False
0,41,47.92,0,1964.72,True,False,False,False,True,False
0,69,74.61,1,5148.09,False,False,True,False,False,True
1,4,57.49,0,229.96,False,True,False,False,False,True
0,57,42.29,0,2410.53,False,False,False,False,True,False
1,31,103.92,1,3221.52,False,False,False,False,False,True
0,3,67.58,0,202.74,False,False,False,False,True,False
1,67,104.73,0,7016.91,False,True,False,True,False,False
1,50,67.4,1,3370.0,False,True,False,True,False,False
0,17,75.68,0,1286.56,True,False,False,False,False,False
1,60,119.53,0,7171.8,True,False,False,False,False,False
0,66,115.15,0,7599.9,False,True,False,False,True,False
0,24,47.17,0,1132.08,False,True,False,False,True,False
0,32,106.87,0,3419.84,True,False,False,True,False,False
0,19,59.04,0,1121.76,False,False,True,False,False,True
1,66,27.12,0,1789.92,True,False,True,False,True,False
0,60,77.58,1,4654.8,True,False,True,False,False,True
0,66,117.71,1,7768.86,True,True,False,False,False,False
0,15,117.43,0,1761.45,False,False,True,True,False,False
0,35,32.65,1,1142.75,False,False,True,False,True,False
1,69,97.12,0,6701.28,True,True,False,False,False,False
0,27,100.28,1,2707.56,True,False,True,False,True,False
1,7,56.87,1,398.09,True,False,False,False,False,False
1,6,85.86,0,515.16,True,True,False,True,False,False
1,33,68.82,0,2271.06,True,False,False,False,True,False
0,58,42.79,1,2481.82,False,False,True,False,True,False
0,49,96.13,0,4710.37,True,False,False,False,False,True
0,17,46.28,0,786.76,False,True,False,False,False,True
0,42,54.04,0,2269.68,True,False,True,False,True,False
1,40,39.0,0,1560.0,False,True,False,True,False,False
1,46,91.93,0,4228.78,False,False,True,False,False,True
0,71,65.87,0,4676.77,False,True,False,False,True,False
0,70,64.34,0,4503.8,False,True,False,False,True,False
0,68,80.46,0,5471.28,False,False,False,False,False,False
0,1,35.73,0,35.73,False,True,False,True,False,False
0,52,109.82,1,5710.64,True,True,False,False,False,True
0,35,66.51,1,2327.85,False,False,False,False,False,True
0,69,56.65,0,3908.85,True,False,True,False,False,False
1,5,32.67,1,163.35,False,False,True,False,True,False
1,17,36.8,1,625.6,False,True,False,False,False,True
1,53,112.04,1,5938.12,True,False,False,False,True,False
1,52,65.66,1,3414.32,False,False,True,False,False,True
0,14,92.22,1,1291.08,True,False,False,False,False,True
0,29,28.05,0,813.45,True,True,False,False,True,False
0,8,84.35,0,674.8,True,False,False,False,True,False
0,1,112.15,0,112.15,True,True,False,False,False,True
0,29,50.0,0,1450.0,False,False,True,False,False,False
1,36,77.91,1,2804.76,False,False,True,False,False,False
0,51,114.02,0,5815.02,True,False,True,False,False,False
1,37,91.93,1,3401.41,False,False,True,False,False,False
0,69,26.23,1,1809.87,False,False,False,False,False,False
1,53,57.87,0,3067.11,True,False,False,False,True,False
0,52,28.58,0,1486.16,False,False,False,False,False,True
1,12,106.13,0,1273.56,True,True,False,False,False,False
0,52,82.17,0,4272.84,True,False,True,True,False,False
0,1,115.64,1,115.64,False,False,True,False,False,True
0,7,21.98,1,153.86,False,False,True,True,False,False
0,17,62.31,0,1059.27,False,False,False,False,True,False
1,43,30.44,0,1308.92,True,False,False,False,False,True
0,71,55.05,0,3908.55,True,False,True,False,True,False
1,17,36.19,0,615.23,False,True,False,True,False,False
0,59,52.88,1,3119.92,False,False,False,False,False,True
1,3,101.93,0,305.79,False,False,True,False,False,True
0,29,36.07,0,1046.03,False,False,True,False,True,False
0,22,67.37,0,1482.14,True,False,True,False,False,True
1,38,112.16,0,4262.08,False,True,False,True,False,False
0,54,119.88,0,6473.52,True,False,True,False,True,False
0,50,45.06,0,2253.0,True,False,False,True,False,False
1,69,113.56,0,7835.64,False,True,False,False,False,True
0,30,46.14,0,1384.2,False,True,False,True,False,False
1,23,61.35,0,1411.05,False,False,True,False,False,True
0,47,107.79,0,5066.13,True,False,False,True,False,False
1,21,98.62,1,2071.02,False,False,False,True,False,False
1,20,105.75,0,2115.0,False,False,True,False,False,False
1,23,100.03,0,2300.69,True,False,True,False,False,True
1,68,43.51,1,2958.68,False,False,False,False,False,False
0,21,75.88,1,1593.48,True,True,False,False,False,False
0,21,58.53,0,1229.13,False,True,False,False,True,False
1,1,65.97,0,65.97,True,False,True,False,True,False
0,15,35.4,0,531.0,False,False,True,True,False,False
0,17,51.58,1,876.86,False,False,False,False,False,True
0,51,105.76,0,5393.76,True,False,False,False,True,False
1,63,109.76,1,6914.88,True,False,False,False,False,False
0,14,81.02,0,1134.28,False,False,False,False,False,True
0,59,69.83,0,4119.97,True,False,True,True,False,False
1,50,91.28,0,4564.0,True,False,True,True,False,False
0,34,80.89,0,2750.26,True,False,False,False,True,False
1,6,118.37,0,710.22,True,False,True,False,True,False
1,49,39.01,0,1911.49,False,False,True,False,True,False
1,6,64.9,0,389.4,False,False,False,True,False,False
0,69,111.82,0,7715.58,True,True,False,False,False,False
0,7,111.47,0,780.29,True,True,False,False,True,False
1,51,69.53,0,3546.03,True,False,False,True,False,False
1,1,33.48,0,33.48,True,True,False,False,False,True
1,13,101.5,0,1319.5,False,False,True,True,False,False
1,43,78.52,0,3376.36,False,True,False,False,False,True
1,27,97.32,0,2627.64,True,False,False,False,False,True
1,71,66.25,0,4703.75,True,False,False,False,False,False
0,3,40.39,0,121.17,True,True,False,False,True,False
1,58,22.4,0,1299.2,False,True,False,False,False,True
1,17,75.91,0,1290.47,True,False,True,False,True,False
1,45,36.1,0,1624.5,False,True,False,True,False,False
0,58,38.71,0,2245.18,True,True,False,False,True,False
0,56,63.63,0,3563.28,False,True,False,True,False,False
0,54,64.21,1,3467.34,True,False,True,False,False,True
0,29,47.44,1,1375.76,False,True,False,False,False,False
1,54,33.19,1,1792.26,True,False,True,False,False,True
0,27,114.5,0,3091.5,True,False,True,True,False,False
1,45,33.16,0,1492.2,True,False,False,False,False,True
1,31,55.08,1,1707.48,False,False,False,False,False,False
1,36,50.49,0,1817.64,True,False,True,False,True,False
1,61,106.63,0,6504.43,False,False,True,True,False,False
1,37,61.01,0,2257.37,False,False,True,False,True,False
1,67,32.4,0,2170.8,True,False,False,False,False,False
0,36,21.03,0,757.08,True,False,True,False,False,True
0,5,92.19,1,460.95,True,False,False,False,False,False
0,46,91.45,1,4206.7,False,False,False,True,False,False
0,52,61.78,0,3212.56,True,False,True,True,False,False
0,49,32.63,1,1598.87,False,False,True,False,False,True
1,6,57.16,0,342.96,False,False,True,True,False,False
0,10,78.99,0,789.9,True,False,False,False,False,False
0,23,90.39,0,2078.97,True,True,False,True,False,False
0,17,27.82,0,472.94,True,False,True,False,True,False
1,44,75.63,0,3327.72,True,True,False,False,False,False
1,41,47.61,0,1952.01,True,True,False,False,False,False
1,15,81.73,0,1225.95,True,True,False,True,False,False
0,44,84.81,0,3731.64,False,True,False,False,False,True
0,58,111.06,1,6441.48,False,True,False,False,False,True
0,50,61.04,0,3052.0,False,False,False,False,False,True
0,52,73.76,0,3835.52,True,False,False,True,False,False
0,70,46.82,0,3277.4,False,False,False,True,False,False
1,68,48.66,1,3308.88,False,True,False,True,False,False
0,63,24.6,0,1549.8,False,False,False,False,False,False
1,58,48.61,0,2819.38,False,False,True,False,False,False
0,23,26.38,0,606.74,False,True,False,True,False,False
1,44,116.39,0,5121.16,True,False,True,False,False,True
1,44,82.43,0,3626.92,True,True,False,False,True,False
1,52,37.31,1,1940.12,False,True,False,False,False,True
1,67,31.68,0,2122.56,False,True,False,False,False,False
0,28,57.01,1,1596.28,False,True,False,False,False,False
0,67,50.76,0,3400.92,True,False,True,False,False,True
0,18,47.93,0,862.74,True,True,False,False,False,True
1,27,66.82,0,1804.14,False,True,False,False,False,False
0,51,111.29,0,5675.79,True,False,False,False,False,False
0,60,76.81,0,4608.6,True,True,False,True,False,False
0,49,72.12,0,3533.88,False,True,False,False,True,False
0,15,100.65,1,1509.75,True,True,False,True,False,False
1,68,20.4,0,1387.2,True,True,False,True,False,False
1,15,39.74,0,596.1,False,True,False,False,False,True
0,51,69.62,0,3550.62,True,True,False,False,False,True
0,48,90.53,0,4345.44,True,False,True,False,True,False
0,1,68.5,0,68.5,False,False,True,True,False,False
1,7,36.37,0,254.59,True,True,False,True,False,False
1,53,113.0,0,5989.0,True,False,True,False,False,False
1,31,52.87,1,1638.97,False,False,False,False,False,False
0,18,98.82,0,1778.76,False,False,False,False,True,False
1,12,109.14,0,1309.68,False,True,False,False,False,True
1,48,54.64,0,2622.72,True,True,False,False,False,False
1,30,104.53,0,3135.9,False,False,True,False,True,False
1,7,91.08,0,637.56,True,False,False,True,False,False
1,3,110.43,0,331.29,False,True,False,False,True,False
0,63,45.13,0,2843.19,True,False,False,False,True,False
0,6,113.13,0,678.78,False,False,True,False,False,False
0,15,26.53,1,397.95,False,True,False,False,False,False
0,71,99.37,0,7055.27,False,True,False,True,False,False
1,43,63.57,0,2733.51,False,True,False,True,False,False
0,18,37.79,0,680.22,True,False,False,True,False,False
0,22,27.94,0,614.68,False,False,True,False,True,False
0,61,58.95,0,3595.95,False,False,False,False,True,False
1,61,58.93,0,3594.73,True,False,False,False,False,False
0,53,43.0,1,2279.0,False,True,False,True,False,False
1,26,41.55,0,1080.3,True,False,True,False,False,False
1,40,59.95,0,2398.0,False,False,True,True,False,False
1,8,61.01,0,488.08,False,True,False,True,False,False
0,21,64.24,0,1349.04,False,False,True,False,False,False
1,43,106.88,0,4595.84,True,True,False,False,False,False
0,21,81.13,1,1703.73,False,True,False,False,False,False
0,3,22.04,0,66.12,False,False,True,True,False,False
0,31,71.91,1,2229.21,False,False,True,False,True,False
1,27,96.25,0,2598.75,True,False,True,False,False,False
1,27,25.64,0,692.28,True,False,True,False,False,False
0,57,62.26,1,3548.82,False,False,False,False,True,False
1,33,65.12,0,2148.96,True,True,False,False,True,False
1,44,115.4,0,5077.6,False,True,False,False,False,True
1,43,67.57,1,2905.51,False,True,False,False,False,False
0,31,94.99,1,2944.69,False,True,False,False,False,True
1,65,50.29,0,3268.85,False,False,False,False,False,True
1,17,97.93,0,1664.81,False,False,True,False,True,False
0,15,52.27,0,784.05,False,False,True,True,False,False
1,34,63.0,1,2142.0,False,False,True,True,False,False
0,4,67.95,0,271.8,True,True,False,False,True,False
1,28,112.64,0,3153.92,True,False,False,False,False,True
1,2,25.35,0,50.7,True,False,False,False,False,True
1,17,39.69,0,674.73,True,False,True,False,False,True
1,58,90.57,0,5253.06,True,True,False,False,False,True
1,9,77.76,0,699.84,True,False,True,False,False,False
1,31,45.15,0,1399.65,True,True,False,False,False,True
0,66,48.92,1,3228.72,False,False,True,False,True,False
1,62,56.73,0,3517.26,False,False,True,False,False,True
1,19,65.03,0,1235.57,False,False,False,False,False,True
1,55,101.8,0,5599.0,False,True,False,False,True,False
0,28,21.38,0,598.64,True,False,False,False,False,True
0,50,109.8,0,5490.0,True,False,False,True,False,False
0,65,61.3,0,3984.5,False,False,True,False,True,False
1,3,43.05,0,129.15,False,True,False,False,False,False
1,52,70.84,0,3683.68,True,True,False,False,False,False
0,10,85.97,0,859.7,False,False,True,False,True,False
0,21,24.48,1,514.08,False,False,True,False,False,False
0,37,91.58,0,3388.46,False,False,True,False,False,False
1,15,96.08,0,1441.2,False,True,False,False,False,False
0,9,36.62,1,329.58,True,False,True,False,True,False
1,44,36.79,0,1618.76,False,False,True,False,False,True
1,39,40.38,0,1574.82,False,False,False,False,False,False
1,5,99.66,0,498.3,True,False,True,True,False,False
0,25,47.2,1,1180.0,True,False,True,False,False,True
1,56,99.59,1,5577.04,False,True,False,False,False,True
0,64,74.05,0,4739.2,True,False,True,False,False,False
0,52,96.72,0,5029.44,False,True,False,False,False,False
0,9,75.37,0,678.33,False,False,False,False,False,True
0,10,53.58,0,535.8,True,False,False,False,False,False
1,10,111.07,0,1110.7,False,True,False,False,True,False
1,62,91.53,0,5674.86,False,False,True,False,True,False
1,60,68.41,0,4104.6,False,True,False,False,False,False
1,19,83.74,0,1591.06,False,False,True,False,False,True
0,38,81.58,0,3100.04,True,False,True,False,False,False
0,6,55.81,0,334.86,True,False,True,True,False,False
0,15,62.38,0,935.7,False,True,False,False,True,False
0,47,51.83,0,2436.01,True,False,False,False,False,True
1,45,119.95,0,5397.75,False,True,False,True,False,False
0,5,78.01,0,390.05,False,False,True,False,False,False
1,53,29.21,0,1548.13,False,True,False,False,True,False
0,66,71.91,0,4746.06,False,False,False,True,False,False
0,62,25.0,0,1550.0,False,True,False,False,False,True
0,23,48.87,0,1124.01,True,False,False,False,True,False
0,44,64.6,1,2842.4,False,False,False,False,False,False
1,52,73.43,0,3818.36,True,False,True,False,False,False
1,46,117.62,1,5410.52,True,False,False,False,True,False
1,19,118.22,0,2246.18,False,True,False,True,False,False
1,47,29.81,0,1401.07,False,True,False,False,True,False
0,52,73.81,1,3838.12,False,False,True,False,True,False
0,24,101.71,0,2441.04,False,True,False,False,True,False
1,17,43.77,1,744.09,False,False,True,True,False,False
1,46,95.06,0,4372.76,True,True,False,False,True,False
0,64,107.86,0,6903.04,False,True,False,False,False,True
0,28,86.25,0,2415.0,False,False,False,False,False,False
1,50,52.77,0,2638.5,True,False,False,True,False,False
1,64,112.31,1,7187.84,True,False,False,False,False,True
1,28,108.35,0,3033.8,False,True,False,False,True,False
0,56,91.58,0,5128.48,True,False,True,False,False,True
1,59,56.37,1,3325.83,False,False,True,True,False,False
1,5,99.19,1,495.95,True,False,True,False,False,False
1,54,51.61,0,2786.94,True,False,False,True,False,False
1,44,45.3,1,1993.2,False,True,False,False,True,False
1,42,71.5,0,3003.0,True,False,False,False,True,False
0,57,119.71,0,6823.47,True,True,False,False,False,False
1,47,100.43,1,4720.21,True,True,False,True,False,False
0,25,92.98,1,2324.5,True,True,False,True,False,False
1,44,65.2,0,2868.8,True,False,False,True,False,False
1,15,51.2,0,768.0,True,True,False,False,False,True
1,51,105.59,0,5385.09,False,False,False,False,False,False
